image_id,image_path,label_path,labels,cleaned_image_path
502299,data//test\10001\spoof\502299.png,data//test\10001\spoof\502299_BB.txt,0,D:\study\Projects\train_model_baseline\data\data_face_224\502299.png
502791,data//test\10001\spoof\502791.png,data//test\10001\spoof\502791_BB.txt,0,D:\study\Projects\train_model_baseline\data\data_face_224\502791.png
503387,data//test\10001\spoof\503387.png,data//test\10001\spoof\503387_BB.txt,0,D:\study\Projects\train_model_baseline\data\data_face_224\503387.png
507822,data//test\10001\spoof\507822.png,data//test\10001\spoof\507822_BB.txt,0,D:\study\Projects\train_model_baseline\data\data_face_224\507822.png
508978,data//test\10001\spoof\508978.png,data//test\10001\spoof\508978_BB.txt,0,D:\study\Projects\train_model_baseline\data\data_face_224\508978.png
509776,data//test\10001\spoof\509776.png,data//test\10001\spoof\509776_BB.txt,0,D:\study\Projects\train_model_baseline\data\data_face_224\509776.png
509912,data//test\10001\spoof\509912.png,data//test\10001\spoof\509912_BB.txt,0,D:\study\Projects\train_model_baseline\data\data_face_224\509912.png
514266,data//test\10001\spoof\514266.png,data//test\10001\spoof\514266_BB.txt,0,D:\study\Projects\train_model_baseline\data\data_face_224\514266.png
516957,data//test\10001\spoof\516957.png,data//test\10001\spoof\516957_BB.txt,0,D:\study\Projects\train_model_baseline\data\data_face_224\516957.png
517908,data//test\10001\spoof\517908.png,data//test\10001\spoof\517908_BB.txt,0,D:\study\Projects\train_model_baseline\data\data_face_224\517908.png
518287,data//test\10001\spoof\518287.png,data//test\10001\spoof\518287_BB.txt,0,D:\study\Projects\train_model_baseline\data\data_face_224\518287.png
521525,data//test\10001\spoof\521525.png,data//test\10001\spoof\521525_BB.txt,0,D:\study\Projects\train_model_baseline\data\data_face_224\521525.png
524529,data//test\10001\spoof\524529.png,data//test\10001\spoof\524529_BB.txt,0,D:\study\Projects\train_model_baseline\data\data_face_224\524529.png
528794,data//test\10001\spoof\528794.png,data//test\10001\spoof\528794_BB.txt,0,D:\study\Projects\train_model_baseline\data\data_face_224\528794.png
529994,data//test\10001\spoof\529994.png,data//test\10001\spoof\529994_BB.txt,0,D:\study\Projects\train_model_baseline\data\data_face_224\529994.png
530330,data//test\10001\spoof\530330.png,data//test\10001\spoof\530330_BB.txt,0,D:\study\Projects\train_model_baseline\data\data_face_224\530330.png
531436,data//test\10001\spoof\531436.png,data//test\10001\spoof\531436_BB.txt,0,D:\study\Projects\train_model_baseline\data\data_face_224\531436.png
532046,data//test\10001\spoof\532046.png,data//test\10001\spoof\532046_BB.txt,0,D:\study\Projects\train_model_baseline\data\data_face_224\532046.png
535514,data//test\10001\spoof\535514.png,data//test\10001\spoof\535514_BB.txt,0,D:\study\Projects\train_model_baseline\data\data_face_224\535514.png
539111,data//test\10001\spoof\539111.png,data//test\10001\spoof\539111_BB.txt,0,D:\study\Projects\train_model_baseline\data\data_face_224\539111.png
540342,data//test\10001\spoof\540342.png,data//test\10001\spoof\540342_BB.txt,0,D:\study\Projects\train_model_baseline\data\data_face_224\540342.png
543368,data//test\10001\spoof\543368.png,data//test\10001\spoof\543368_BB.txt,0,D:\study\Projects\train_model_baseline\data\data_face_224\543368.png
546224,data//test\10001\spoof\546224.png,data//test\10001\spoof\546224_BB.txt,0,D:\study\Projects\train_model_baseline\data\data_face_224\546224.png
548608,data//test\10001\spoof\548608.png,data//test\10001\spoof\548608_BB.txt,0,D:\study\Projects\train_model_baseline\data\data_face_224\548608.png
550210,data//test\10001\spoof\550210.png,data//test\10001\spoof\550210_BB.txt,0,D:\study\Projects\train_model_baseline\data\data_face_224\550210.png
550460,data//test\10001\spoof\550460.png,data//test\10001\spoof\550460_BB.txt,0,D:\study\Projects\train_model_baseline\data\data_face_224\550460.png
554195,data//test\10001\spoof\554195.png,data//test\10001\spoof\554195_BB.txt,0,D:\study\Projects\train_model_baseline\data\data_face_224\554195.png
555454,data//test\10001\spoof\555454.png,data//test\10001\spoof\555454_BB.txt,0,D:\study\Projects\train_model_baseline\data\data_face_224\555454.png
557417,data//test\10001\spoof\557417.png,data//test\10001\spoof\557417_BB.txt,0,D:\study\Projects\train_model_baseline\data\data_face_224\557417.png
557984,data//test\10001\spoof\557984.png,data//test\10001\spoof\557984_BB.txt,0,D:\study\Projects\train_model_baseline\data\data_face_224\557984.png
558816,data//test\10001\spoof\558816.png,data//test\10001\spoof\558816_BB.txt,0,D:\study\Projects\train_model_baseline\data\data_face_224\558816.png
559609,data//test\10001\spoof\559609.png,data//test\10001\spoof\559609_BB.txt,0,D:\study\Projects\train_model_baseline\data\data_face_224\559609.png
496619,data//test\10006\live\496619.png,data//test\10006\live\496619_BB.txt,1,D:\study\Projects\train_model_baseline\data\data_face_224\496619.png
496864,data//test\10006\live\496864.png,data//test\10006\live\496864_BB.txt,1,D:\study\Projects\train_model_baseline\data\data_face_224\496864.png
497791,data//test\10006\live\497791.png,data//test\10006\live\497791_BB.txt,1,D:\study\Projects\train_model_baseline\data\data_face_224\497791.png
497938,data//test\10006\live\497938.png,data//test\10006\live\497938_BB.txt,1,D:\study\Projects\train_model_baseline\data\data_face_224\497938.png
503685,data//test\10006\live\503685.png,data//test\10006\live\503685_BB.txt,1,D:\study\Projects\train_model_baseline\data\data_face_224\503685.png
504066,data//test\10006\live\504066.png,data//test\10006\live\504066_BB.txt,1,D:\study\Projects\train_model_baseline\data\data_face_224\504066.png
506263,data//test\10006\live\506263.png,data//test\10006\live\506263_BB.txt,1,D:\study\Projects\train_model_baseline\data\data_face_224\506263.png
507196,data//test\10006\live\507196.png,data//test\10006\live\507196_BB.txt,1,D:\study\Projects\train_model_baseline\data\data_face_224\507196.png
508372,data//test\10006\live\508372.png,data//test\10006\live\508372_BB.txt,1,D:\study\Projects\train_model_baseline\data\data_face_224\508372.png
508979,data//test\10006\live\508979.png,data//test\10006\live\508979_BB.txt,1,D:\study\Projects\train_model_baseline\data\data_face_224\508979.png
511266,data//test\10006\live\511266.png,data//test\10006\live\511266_BB.txt,1,D:\study\Projects\train_model_baseline\data\data_face_224\511266.png
516995,data//test\10006\live\516995.png,data//test\10006\live\516995_BB.txt,1,D:\study\Projects\train_model_baseline\data\data_face_224\516995.png
518517,data//test\10006\live\518517.png,data//test\10006\live\518517_BB.txt,1,D:\study\Projects\train_model_baseline\data\data_face_224\518517.png
519607,data//test\10006\live\519607.png,data//test\10006\live\519607_BB.txt,1,D:\study\Projects\train_model_baseline\data\data_face_224\519607.png
520236,data//test\10006\live\520236.png,data//test\10006\live\520236_BB.txt,1,D:\study\Projects\train_model_baseline\data\data_face_224\520236.png
522049,data//test\10006\live\522049.png,data//test\10006\live\522049_BB.txt,1,D:\study\Projects\train_model_baseline\data\data_face_224\522049.png
523993,data//test\10006\live\523993.png,data//test\10006\live\523993_BB.txt,1,D:\study\Projects\train_model_baseline\data\data_face_224\523993.png
524952,data//test\10006\live\524952.png,data//test\10006\live\524952_BB.txt,1,D:\study\Projects\train_model_baseline\data\data_face_224\524952.png
527212,data//test\10006\live\527212.png,data//test\10006\live\527212_BB.txt,1,D:\study\Projects\train_model_baseline\data\data_face_224\527212.png
532928,data//test\10006\live\532928.png,data//test\10006\live\532928_BB.txt,1,D:\study\Projects\train_model_baseline\data\data_face_224\532928.png
533138,data//test\10006\live\533138.png,data//test\10006\live\533138_BB.txt,1,D:\study\Projects\train_model_baseline\data\data_face_224\533138.png
534528,data//test\10006\live\534528.png,data//test\10006\live\534528_BB.txt,1,D:\study\Projects\train_model_baseline\data\data_face_224\534528.png
536534,data//test\10006\live\536534.png,data//test\10006\live\536534_BB.txt,1,D:\study\Projects\train_model_baseline\data\data_face_224\536534.png
538578,data//test\10006\live\538578.png,data//test\10006\live\538578_BB.txt,1,D:\study\Projects\train_model_baseline\data\data_face_224\538578.png
538883,data//test\10006\live\538883.png,data//test\10006\live\538883_BB.txt,1,D:\study\Projects\train_model_baseline\data\data_face_224\538883.png
541837,data//test\10006\live\541837.png,data//test\10006\live\541837_BB.txt,1,D:\study\Projects\train_model_baseline\data\data_face_224\541837.png
548815,data//test\10006\live\548815.png,data//test\10006\live\548815_BB.txt,1,D:\study\Projects\train_model_baseline\data\data_face_224\548815.png
549887,data//test\10006\live\549887.png,data//test\10006\live\549887_BB.txt,1,D:\study\Projects\train_model_baseline\data\data_face_224\549887.png
557435,data//test\10006\live\557435.png,data//test\10006\live\557435_BB.txt,1,D:\study\Projects\train_model_baseline\data\data_face_224\557435.png
558739,data//test\10006\live\558739.png,data//test\10006\live\558739_BB.txt,1,D:\study\Projects\train_model_baseline\data\data_face_224\558739.png
494940,data//test\10006\spoof\494940.png,data//test\10006\spoof\494940_BB.txt,0,D:\study\Projects\train_model_baseline\data\data_face_224\494940.png
495093,data//test\10006\spoof\495093.png,data//test\10006\spoof\495093_BB.txt,0,D:\study\Projects\train_model_baseline\data\data_face_224\495093.png
496254,data//test\10006\spoof\496254.png,data//test\10006\spoof\496254_BB.txt,0,D:\study\Projects\train_model_baseline\data\data_face_224\496254.png
498059,data//test\10006\spoof\498059.png,data//test\10006\spoof\498059_BB.txt,0,D:\study\Projects\train_model_baseline\data\data_face_224\498059.png
502114,data//test\10006\spoof\502114.png,data//test\10006\spoof\502114_BB.txt,0,D:\study\Projects\train_model_baseline\data\data_face_224\502114.png
502764,data//test\10006\spoof\502764.png,data//test\10006\spoof\502764_BB.txt,0,D:\study\Projects\train_model_baseline\data\data_face_224\502764.png
503609,data//test\10006\spoof\503609.png,data//test\10006\spoof\503609_BB.txt,0,D:\study\Projects\train_model_baseline\data\data_face_224\503609.png
506723,data//test\10006\spoof\506723.png,data//test\10006\spoof\506723_BB.txt,0,D:\study\Projects\train_model_baseline\data\data_face_224\506723.png
506946,data//test\10006\spoof\506946.png,data//test\10006\spoof\506946_BB.txt,0,D:\study\Projects\train_model_baseline\data\data_face_224\506946.png
513547,data//test\10006\spoof\513547.png,data//test\10006\spoof\513547_BB.txt,0,D:\study\Projects\train_model_baseline\data\data_face_224\513547.png
513948,data//test\10006\spoof\513948.png,data//test\10006\spoof\513948_BB.txt,0,D:\study\Projects\train_model_baseline\data\data_face_224\513948.png
516419,data//test\10006\spoof\516419.png,data//test\10006\spoof\516419_BB.txt,0,D:\study\Projects\train_model_baseline\data\data_face_224\516419.png
516429,data//test\10006\spoof\516429.png,data//test\10006\spoof\516429_BB.txt,0,D:\study\Projects\train_model_baseline\data\data_face_224\516429.png
523991,data//test\10006\spoof\523991.png,data//test\10006\spoof\523991_BB.txt,0,D:\study\Projects\train_model_baseline\data\data_face_224\523991.png
526655,data//test\10006\spoof\526655.png,data//test\10006\spoof\526655_BB.txt,0,D:\study\Projects\train_model_baseline\data\data_face_224\526655.png
526881,data//test\10006\spoof\526881.png,data//test\10006\spoof\526881_BB.txt,0,D:\study\Projects\train_model_baseline\data\data_face_224\526881.png
532826,data//test\10006\spoof\532826.png,data//test\10006\spoof\532826_BB.txt,0,D:\study\Projects\train_model_baseline\data\data_face_224\532826.png
533625,data//test\10006\spoof\533625.png,data//test\10006\spoof\533625_BB.txt,0,D:\study\Projects\train_model_baseline\data\data_face_224\533625.png
536341,data//test\10006\spoof\536341.png,data//test\10006\spoof\536341_BB.txt,0,D:\study\Projects\train_model_baseline\data\data_face_224\536341.png
540315,data//test\10006\spoof\540315.png,data//test\10006\spoof\540315_BB.txt,0,D:\study\Projects\train_model_baseline\data\data_face_224\540315.png
542388,data//test\10006\spoof\542388.png,data//test\10006\spoof\542388_BB.txt,0,D:\study\Projects\train_model_baseline\data\data_face_224\542388.png
543281,data//test\10006\spoof\543281.png,data//test\10006\spoof\543281_BB.txt,0,D:\study\Projects\train_model_baseline\data\data_face_224\543281.png
543550,data//test\10006\spoof\543550.png,data//test\10006\spoof\543550_BB.txt,0,D:\study\Projects\train_model_baseline\data\data_face_224\543550.png
544305,data//test\10006\spoof\544305.png,data//test\10006\spoof\544305_BB.txt,0,D:\study\Projects\train_model_baseline\data\data_face_224\544305.png
544823,data//test\10006\spoof\544823.png,data//test\10006\spoof\544823_BB.txt,0,D:\study\Projects\train_model_baseline\data\data_face_224\544823.png
545782,data//test\10006\spoof\545782.png,data//test\10006\spoof\545782_BB.txt,0,D:\study\Projects\train_model_baseline\data\data_face_224\545782.png
546946,data//test\10006\spoof\546946.png,data//test\10006\spoof\546946_BB.txt,0,D:\study\Projects\train_model_baseline\data\data_face_224\546946.png
548757,data//test\10006\spoof\548757.png,data//test\10006\spoof\548757_BB.txt,0,D:\study\Projects\train_model_baseline\data\data_face_224\548757.png
550192,data//test\10006\spoof\550192.png,data//test\10006\spoof\550192_BB.txt,0,D:\study\Projects\train_model_baseline\data\data_face_224\550192.png
556545,data//test\10006\spoof\556545.png,data//test\10006\spoof\556545_BB.txt,0,D:\study\Projects\train_model_baseline\data\data_face_224\556545.png
559031,data//test\10006\spoof\559031.png,data//test\10006\spoof\559031_BB.txt,0,D:\study\Projects\train_model_baseline\data\data_face_224\559031.png
560023,data//test\10006\spoof\560023.png,data//test\10006\spoof\560023_BB.txt,0,D:\study\Projects\train_model_baseline\data\data_face_224\560023.png
560223,data//test\10006\spoof\560223.png,data//test\10006\spoof\560223_BB.txt,0,D:\study\Projects\train_model_baseline\data\data_face_224\560223.png
560431,data//test\10006\spoof\560431.png,data//test\10006\spoof\560431_BB.txt,0,D:\study\Projects\train_model_baseline\data\data_face_224\560431.png
494819,data//test\10007\live\494819.png,data//test\10007\live\494819_BB.txt,1,D:\study\Projects\train_model_baseline\data\data_face_224\494819.png
505694,data//test\10007\live\505694.png,data//test\10007\live\505694_BB.txt,1,D:\study\Projects\train_model_baseline\data\data_face_224\505694.png
507353,data//test\10007\live\507353.png,data//test\10007\live\507353_BB.txt,1,D:\study\Projects\train_model_baseline\data\data_face_224\507353.png
510076,data//test\10007\live\510076.png,data//test\10007\live\510076_BB.txt,1,D:\study\Projects\train_model_baseline\data\data_face_224\510076.png
515229,data//test\10007\live\515229.png,data//test\10007\live\515229_BB.txt,1,D:\study\Projects\train_model_baseline\data\data_face_224\515229.png
515268,data//test\10007\live\515268.png,data//test\10007\live\515268_BB.txt,1,D:\study\Projects\train_model_baseline\data\data_face_224\515268.png
516596,data//test\10007\live\516596.png,data//test\10007\live\516596_BB.txt,1,D:\study\Projects\train_model_baseline\data\data_face_224\516596.png
522645,data//test\10007\live\522645.png,data//test\10007\live\522645_BB.txt,1,D:\study\Projects\train_model_baseline\data\data_face_224\522645.png
523944,data//test\10007\live\523944.png,data//test\10007\live\523944_BB.txt,1,D:\study\Projects\train_model_baseline\data\data_face_224\523944.png
525151,data//test\10007\live\525151.png,data//test\10007\live\525151_BB.txt,1,D:\study\Projects\train_model_baseline\data\data_face_224\525151.png
527328,data//test\10007\live\527328.png,data//test\10007\live\527328_BB.txt,1,D:\study\Projects\train_model_baseline\data\data_face_224\527328.png
533331,data//test\10007\live\533331.png,data//test\10007\live\533331_BB.txt,1,D:\study\Projects\train_model_baseline\data\data_face_224\533331.png
535365,data//test\10007\live\535365.png,data//test\10007\live\535365_BB.txt,1,D:\study\Projects\train_model_baseline\data\data_face_224\535365.png
543318,data//test\10007\live\543318.png,data//test\10007\live\543318_BB.txt,1,D:\study\Projects\train_model_baseline\data\data_face_224\543318.png
547286,data//test\10007\live\547286.png,data//test\10007\live\547286_BB.txt,1,D:\study\Projects\train_model_baseline\data\data_face_224\547286.png
548088,data//test\10007\live\548088.png,data//test\10007\live\548088_BB.txt,1,D:\study\Projects\train_model_baseline\data\data_face_224\548088.png
552178,data//test\10007\live\552178.png,data//test\10007\live\552178_BB.txt,1,D:\study\Projects\train_model_baseline\data\data_face_224\552178.png
556442,data//test\10007\live\556442.png,data//test\10007\live\556442_BB.txt,1,D:\study\Projects\train_model_baseline\data\data_face_224\556442.png
556647,data//test\10007\live\556647.png,data//test\10007\live\556647_BB.txt,1,D:\study\Projects\train_model_baseline\data\data_face_224\556647.png
561440,data//test\10007\live\561440.png,data//test\10007\live\561440_BB.txt,1,D:\study\Projects\train_model_baseline\data\data_face_224\561440.png
494837,data//test\10007\spoof\494837.png,data//test\10007\spoof\494837_BB.txt,0,D:\study\Projects\train_model_baseline\data\data_face_224\494837.png
494860,data//test\10007\spoof\494860.png,data//test\10007\spoof\494860_BB.txt,0,D:\study\Projects\train_model_baseline\data\data_face_224\494860.png
495322,data//test\10007\spoof\495322.png,data//test\10007\spoof\495322_BB.txt,0,D:\study\Projects\train_model_baseline\data\data_face_224\495322.png
495778,data//test\10007\spoof\495778.png,data//test\10007\spoof\495778_BB.txt,0,D:\study\Projects\train_model_baseline\data\data_face_224\495778.png
495841,data//test\10007\spoof\495841.png,data//test\10007\spoof\495841_BB.txt,0,D:\study\Projects\train_model_baseline\data\data_face_224\495841.png
495963,data//test\10007\spoof\495963.png,data//test\10007\spoof\495963_BB.txt,0,D:\study\Projects\train_model_baseline\data\data_face_224\495963.png
496415,data//test\10007\spoof\496415.png,data//test\10007\spoof\496415_BB.txt,0,D:\study\Projects\train_model_baseline\data\data_face_224\496415.png
496763,data//test\10007\spoof\496763.png,data//test\10007\spoof\496763_BB.txt,0,D:\study\Projects\train_model_baseline\data\data_face_224\496763.png
496816,data//test\10007\spoof\496816.png,data//test\10007\spoof\496816_BB.txt,0,D:\study\Projects\train_model_baseline\data\data_face_224\496816.png
497092,data//test\10007\spoof\497092.png,data//test\10007\spoof\497092_BB.txt,0,D:\study\Projects\train_model_baseline\data\data_face_224\497092.png
497271,data//test\10007\spoof\497271.png,data//test\10007\spoof\497271_BB.txt,0,D:\study\Projects\train_model_baseline\data\data_face_224\497271.png
497319,data//test\10007\spoof\497319.png,data//test\10007\spoof\497319_BB.txt,0,D:\study\Projects\train_model_baseline\data\data_face_224\497319.png
497327,data//test\10007\spoof\497327.png,data//test\10007\spoof\497327_BB.txt,0,D:\study\Projects\train_model_baseline\data\data_face_224\497327.png
497465,data//test\10007\spoof\497465.png,data//test\10007\spoof\497465_BB.txt,0,D:\study\Projects\train_model_baseline\data\data_face_224\497465.png
498120,data//test\10007\spoof\498120.png,data//test\10007\spoof\498120_BB.txt,0,D:\study\Projects\train_model_baseline\data\data_face_224\498120.png
498220,data//test\10007\spoof\498220.png,data//test\10007\spoof\498220_BB.txt,0,D:\study\Projects\train_model_baseline\data\data_face_224\498220.png
498221,data//test\10007\spoof\498221.png,data//test\10007\spoof\498221_BB.txt,0,D:\study\Projects\train_model_baseline\data\data_face_224\498221.png
498288,data//test\10007\spoof\498288.png,data//test\10007\spoof\498288_BB.txt,0,D:\study\Projects\train_model_baseline\data\data_face_224\498288.png
498530,data//test\10007\spoof\498530.png,data//test\10007\spoof\498530_BB.txt,0,D:\study\Projects\train_model_baseline\data\data_face_224\498530.png
499636,data//test\10007\spoof\499636.png,data//test\10007\spoof\499636_BB.txt,0,D:\study\Projects\train_model_baseline\data\data_face_224\499636.png
499911,data//test\10007\spoof\499911.png,data//test\10007\spoof\499911_BB.txt,0,D:\study\Projects\train_model_baseline\data\data_face_224\499911.png
500176,data//test\10007\spoof\500176.png,data//test\10007\spoof\500176_BB.txt,0,D:\study\Projects\train_model_baseline\data\data_face_224\500176.png
500341,data//test\10007\spoof\500341.png,data//test\10007\spoof\500341_BB.txt,0,D:\study\Projects\train_model_baseline\data\data_face_224\500341.png
500368,data//test\10007\spoof\500368.png,data//test\10007\spoof\500368_BB.txt,0,D:\study\Projects\train_model_baseline\data\data_face_224\500368.png
500540,data//test\10007\spoof\500540.png,data//test\10007\spoof\500540_BB.txt,0,D:\study\Projects\train_model_baseline\data\data_face_224\500540.png
501067,data//test\10007\spoof\501067.png,data//test\10007\spoof\501067_BB.txt,0,D:\study\Projects\train_model_baseline\data\data_face_224\501067.png
501112,data//test\10007\spoof\501112.png,data//test\10007\spoof\501112_BB.txt,0,D:\study\Projects\train_model_baseline\data\data_face_224\501112.png
501581,data//test\10007\spoof\501581.png,data//test\10007\spoof\501581_BB.txt,0,D:\study\Projects\train_model_baseline\data\data_face_224\501581.png
501603,data//test\10007\spoof\501603.png,data//test\10007\spoof\501603_BB.txt,0,D:\study\Projects\train_model_baseline\data\data_face_224\501603.png
502155,data//test\10007\spoof\502155.png,data//test\10007\spoof\502155_BB.txt,0,D:\study\Projects\train_model_baseline\data\data_face_224\502155.png
502298,data//test\10007\spoof\502298.png,data//test\10007\spoof\502298_BB.txt,0,D:\study\Projects\train_model_baseline\data\data_face_224\502298.png
502765,data//test\10007\spoof\502765.png,data//test\10007\spoof\502765_BB.txt,0,D:\study\Projects\train_model_baseline\data\data_face_224\502765.png
502769,data//test\10007\spoof\502769.png,data//test\10007\spoof\502769_BB.txt,0,D:\study\Projects\train_model_baseline\data\data_face_224\502769.png
503302,data//test\10007\spoof\503302.png,data//test\10007\spoof\503302_BB.txt,0,D:\study\Projects\train_model_baseline\data\data_face_224\503302.png
503440,data//test\10007\spoof\503440.png,data//test\10007\spoof\503440_BB.txt,0,D:\study\Projects\train_model_baseline\data\data_face_224\503440.png
503478,data//test\10007\spoof\503478.png,data//test\10007\spoof\503478_BB.txt,0,D:\study\Projects\train_model_baseline\data\data_face_224\503478.png
503572,data//test\10007\spoof\503572.png,data//test\10007\spoof\503572_BB.txt,0,D:\study\Projects\train_model_baseline\data\data_face_224\503572.png
503638,data//test\10007\spoof\503638.png,data//test\10007\spoof\503638_BB.txt,0,D:\study\Projects\train_model_baseline\data\data_face_224\503638.png
504081,data//test\10007\spoof\504081.png,data//test\10007\spoof\504081_BB.txt,0,D:\study\Projects\train_model_baseline\data\data_face_224\504081.png
504097,data//test\10007\spoof\504097.png,data//test\10007\spoof\504097_BB.txt,0,D:\study\Projects\train_model_baseline\data\data_face_224\504097.png
504207,data//test\10007\spoof\504207.png,data//test\10007\spoof\504207_BB.txt,0,D:\study\Projects\train_model_baseline\data\data_face_224\504207.png
504476,data//test\10007\spoof\504476.png,data//test\10007\spoof\504476_BB.txt,0,D:\study\Projects\train_model_baseline\data\data_face_224\504476.png
505182,data//test\10007\spoof\505182.png,data//test\10007\spoof\505182_BB.txt,0,D:\study\Projects\train_model_baseline\data\data_face_224\505182.png
505186,data//test\10007\spoof\505186.png,data//test\10007\spoof\505186_BB.txt,0,D:\study\Projects\train_model_baseline\data\data_face_224\505186.png
506057,data//test\10007\spoof\506057.png,data//test\10007\spoof\506057_BB.txt,0,D:\study\Projects\train_model_baseline\data\data_face_224\506057.png
506193,data//test\10007\spoof\506193.png,data//test\10007\spoof\506193_BB.txt,0,D:\study\Projects\train_model_baseline\data\data_face_224\506193.png
506276,data//test\10007\spoof\506276.png,data//test\10007\spoof\506276_BB.txt,0,D:\study\Projects\train_model_baseline\data\data_face_224\506276.png
506349,data//test\10007\spoof\506349.png,data//test\10007\spoof\506349_BB.txt,0,D:\study\Projects\train_model_baseline\data\data_face_224\506349.png
506638,data//test\10007\spoof\506638.png,data//test\10007\spoof\506638_BB.txt,0,D:\study\Projects\train_model_baseline\data\data_face_224\506638.png
506682,data//test\10007\spoof\506682.png,data//test\10007\spoof\506682_BB.txt,0,D:\study\Projects\train_model_baseline\data\data_face_224\506682.png
507162,data//test\10007\spoof\507162.png,data//test\10007\spoof\507162_BB.txt,0,D:\study\Projects\train_model_baseline\data\data_face_224\507162.png
507665,data//test\10007\spoof\507665.png,data//test\10007\spoof\507665_BB.txt,0,D:\study\Projects\train_model_baseline\data\data_face_224\507665.png
